step,phase,train,validation_velocity_rel_l2
1021,Adam,1.482277261225741e-07,0.001269511593183376
1041,Adam,1.4587425657958695e-07,0.001257939205369205
1061,Adam,1.4370645696351598e-07,0.0012470701250705766
1081,Adam,1.4170390437830273e-07,0.0012368482565810641
1101,Adam,1.398495752101237e-07,0.001227225995273253
1121,Adam,1.381291860952511e-07,0.001218162605516793
1141,Adam,1.3653067294591528e-07,0.0012096229781966817
1161,Adam,1.3504377733093687e-07,0.0012015766589017624
1181,Adam,1.3365971612042963e-07,0.0011939970690002413
1201,Adam,1.32370915777597e-07,0.0011868608650529974
1221,Adam,1.3117079707218971e-07,0.00118014739928618
1241,Adam,1.3005359942227706e-07,0.0011738382564579245
1261,Adam,1.290142366918533e-07,0.0011679168513580895
1281,Adam,1.2804817823214012e-07,0.0011623680771374006
1301,Adam,1.2715135039583247e-07,0.0011571779983387865
1321,Adam,1.2632005480113974e-07,0.0011523335845003645
1341,Adam,1.255509003819145e-07,0.0011478224810517706
1361,Adam,1.2484074681629214e-07,0.0011436328143882956
1381,Adam,1.2418665734347318e-07,0.001139753027836644
1401,Adam,1.2358585930302066e-07,0.0011361717449772768
1421,Adam,1.230357109946155e-07,0.0011328776566158286
1441,Adam,1.2253367367833687e-07,0.0011298594276773855
1461,Adam,1.2207728772788966e-07,0.001127105620446267
1481,Adam,1.2166415211813772e-07,0.001124604630870322
1501,Adam,1.212919065771848e-07,0.001122344635051382
1521,Adam,1.2095821586399142e-07,0.0011203135435094796
1541,Adam,1.2066075574643448e-07,0.0011184989612971642
1561,Adam,1.2039720035310485e-07,0.0011168881525230564
1581,Adam,1.201652106564169e-07,0.001115468008297577
1601,Adam,1.199624239162928e-07,0.001114225017529461
1621,Adam,1.1978644397441813e-07,0.0011131452403695735
1641,Adam,1.1963483234041913e-07,0.0011122142844167404
1661,Adam,1.1950510005480015e-07,0.0011114172840602937
1681,Adam,1.1939470035040455e-07,0.0011107388835249839
1701,Adam,1.1930102216562124e-07,0.0011101632242821262
1721,Adam,1.192213845895066e-07,0.001109673937462609
1741,Adam,1.1915303234198594e-07,0.0011092541417060085
1761,Adam,1.1909313241183982e-07,0.0011088864464554057
1781,Adam,1.1903877199142001e-07,0.001108552960031164
1800,Adam,1.1898953520930959e-07,0.0011082510972238082
1810,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1820,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1830,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1840,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1850,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1860,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1870,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1880,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1890,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1900,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1910,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1920,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1930,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1940,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1950,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1960,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1970,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1980,LBFGS,1.1898953520930959e-07,0.0011082510972238082
1990,LBFGS,1.1898953520930959e-07,0.0011082510972238082
2000,LBFGS,1.1898953520930959e-07,0.0011082510972238082
2010,LBFGS,1.1898953520930959e-07,0.0011082510972238082
2020,LBFGS,1.1898953520930959e-07,0.0011082510972238082
2030,LBFGS,1.1898953520930959e-07,0.0011082510972238082
2040,LBFGS,1.1898953520930959e-07,0.0011082510972238082
2050,LBFGS,1.1898953520930959e-07,0.0011082510972238082
