train_family,test_family,seed,case,psi_rel_l2,velocity_rel_l2,interior_vorticity_rel_l2,divergence_core_rms,lid_derivative_rmse,primary_vortex_location_error
diverse,ood_shape,ensemble,ood_shape_0000,0.025337682742213534,0.05894354924749618,0.1264852620266981,1.3086651240481388e-16,0.20773655042241665,0.0
diverse,ood_shape,ensemble,ood_shape_0001,0.10250763847219375,0.12859426707887955,0.15346467737370142,9.012340291335274e-17,0.13795072214929605,0.05892556509887899
diverse,ood_shape,ensemble,ood_shape_0002,0.037722719558202084,0.07782018830762506,0.1707151099796813,1.10221876990607e-16,0.1367567657244377,0.04166666666666674
diverse,ood_shape,ensemble,ood_shape_0003,0.01929652193039391,0.04252347171027956,0.08018214146882154,1.2091379046048992e-16,0.13924125270212726,0.04166666666666663
diverse,ood_shape,ensemble,ood_shape_0004,0.05504762946727209,0.11970415569443103,0.18158425094250608,9.635581962293634e-17,0.19400147319289393,0.0
diverse,ood_shape,ensemble,ood_shape_0005,0.04142496994996535,0.07812179176017456,0.16271401848281442,1.346710968373698e-16,0.1256447655500149,0.0
diverse,ood_re,7,ood_re_0000,0.15678099431741224,0.14339256849052925,0.14160125359381698,1.3211139659986705e-16,0.3222226817730718,0.0
diverse,ood_re,7,ood_re_0001,0.0687331642711005,0.06319277053251714,0.06865872126730749,1.1707479876330293e-16,0.3231946814911151,0.0
diverse,ood_re,7,ood_re_0002,0.1073133589413166,0.10196498027180789,0.10391675301306125,1.1490203217972004e-16,0.2885173063868476,0.0
diverse,ood_re,7,ood_re_0003,0.1495269215620208,0.16895758192515206,0.16608373774530483,8.012090091443614e-17,0.20799293207488845,0.04166666666666663
diverse,ood_re,7,ood_re_0004,0.036330705391227416,0.03630533645932476,0.042586137213570595,1.1598948794143126e-16,0.229811081128144,0.0
diverse,ood_re,7,ood_re_0005,0.08405615203223282,0.08022863245545542,0.08279656850488147,1.1812098518550084e-16,0.31623102545663934,0.04166666666666663
diverse,ood_re,17,ood_re_0000,0.1531704240306532,0.13920476643264296,0.13079600752719286,1.2542121759219006e-16,0.32283679934473003,0.04166666666666663
diverse,ood_re,17,ood_re_0001,0.07084972890275888,0.0654137735724524,0.06827022202743005,1.1229448284002375e-16,0.32154899820575744,0.0
diverse,ood_re,17,ood_re_0002,0.10473231956826798,0.10131072712593162,0.09723540229630358,1.0575619173918703e-16,0.2914260656660272,0.0
diverse,ood_re,17,ood_re_0003,0.1471968182040013,0.1705269882839863,0.1645926379937885,9.108609358944253e-17,0.2122987366735207,0.04166666666666663
diverse,ood_re,17,ood_re_0004,0.04141938252590429,0.04414394937586592,0.051304216708236906,1.0152206336659673e-16,0.2310610939164359,0.0
diverse,ood_re,17,ood_re_0005,0.09150450263423929,0.08953478019091637,0.09183810446698085,1.1672480466766557e-16,0.3166392410059086,0.04166666666666663
diverse,ood_re,27,ood_re_0000,0.16561258908896878,0.1534931574780901,0.1479078195774728,1.541173197458962e-16,0.3179640587572218,0.04166666666666663
diverse,ood_re,27,ood_re_0001,0.07826900125950378,0.07518870391549039,0.08114092139104045,1.403516683151764e-16,0.31925167633729884,0.04166666666666663
diverse,ood_re,27,ood_re_0002,0.1124954662830397,0.1133918027720083,0.10923794383512017,1.1742206440789184e-16,0.2915506018751133,0.0
diverse,ood_re,27,ood_re_0003,0.1405251949094764,0.17416726341511532,0.16852987216842794,1.0491304471569127e-16,0.21364652565964135,0.04166666666666663
